area,spell_id,name,rank,family,dmg_class,school_mask,cast_ms,base_cast_ms,gcd_ms,gcd_category,cooldown_ms,category_cooldown_ms,duration_ms,max_duration_ms,stacks,tick_ms,speed,max_targets,binary,channeled,ranged_slot,auto_repeat,resets_swing,haste_gcd,haste_periodic,no_active_defense,always_hit,positive,passive,proc_ppm,proc_chance,proc_icd_ms,triggers,scripts,sim_refs
deathknight,47528,Mind Freeze,,15,1,16,0,0,0,0,0,10000,4000,4000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/deathknight/deathknight.go:301
priest,47537,Rapture,Rank 3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/priest/talents.go:167
deathknight,47568,Empower Rune Weapon,,15,0,0,0,0,0,0,300000,0,0,0,0,0,1,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,53258,,sim/deathknight/empower_rune_weapon.go:10
priest,47585,Dispersion,,6,0,1,0,0,1500,133,120000,0,6000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/priest/dispersion.go:15 sim/priest/dispersion.go:23 sim/priest/dispersion.go:38
mage,47610,Frostfire Bolt,Rank 2,3,1,20,3000,3000,1500,133,0,0,9000,9000,0,3000,28,0,yes,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_mage_frostfire_bolt,sim/mage/frostfire_bolt.go:15
core,47788,Guardian Spirit,,6,0,2,0,0,0,0,180000,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_pri_guardian_spirit,sim/core/buffs.go:958 sim/core/buffs.go:971 sim/core/buffs.go:989 +1 more
warlock,47809,Shadow Bolt,Rank 13,5,1,32,3000,3000,1500,133,0,0,0,0,0,0,20,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/warlock/shadowbolt.go:20
warlock,47811,Immolate,Rank 11,5,1,4,2000,2000,1500,133,0,0,15000,15000,0,3000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/warlock/immolate.go:19
warlock,47813,Corruption,Rank 10,5,1,32,0,0,1500,133,0,0,18000,18000,0,3000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/warlock/corruption.go:15
warlock,47815,Searing Pain,Rank 10,5,1,4,1500,1500,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/warlock/searing_pain.go:12
warlock,47825,Soul Fire,Rank 6,5,1,4,6000,6000,1500,133,0,0,0,0,0,0,24,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/warlock/soul_fire.go:11
warlock,47827,Shadowburn,Rank 10,5,1,32,0,0,1500,133,0,15000,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,29341,,sim/warlock/shadowburn.go:28
warlock,47836,Seed of Corruption,Rank 3,5,1,32,2000,2000,1500,133,0,0,18000,18000,0,3000,28,0,no,no,no,no,yes,yes,no,no,no,no,no,0,100,0,,spell_warl_seed_of_corruption_dummy,sim/warlock/seed.go:10
warlock,47838,Incinerate,Rank 4,5,1,4,2500,2500,1500,133,0,0,0,0,5,0,24,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/warlock/incinerate.go:14
warlock,47843,Unstable Affliction,Rank 5,5,1,32,1500,1500,1500,133,0,0,15000,15000,0,3000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_warl_unstable_affliction,sim/warlock/unstable_affliction.go:15
warlock,47855,Drain Soul,Rank 6,5,1,32,0,0,1500,133,0,0,15000,15000,0,3000,0,0,no,yes,no,no,yes,yes,yes,no,no,no,no,0,100,0,,spell_warl_drain_soul,sim/warlock/drain_soul.go:38
warlock,47864,Curse of Agony,Rank 9,5,1,32,0,0,1500,133,0,0,24000,24000,0,2000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_warl_curse_of_agony,sim/warlock/curses.go:125
core warlock,47865,Curse of the Elements,Rank 5,5,1,32,0,0,1500,133,0,0,300000,300000,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/core/debuffs.go:271 sim/warlock/curses.go:14
warlock,47867,Curse of Doom,Rank 3,5,1,32,0,0,1500,133,0,60000,60000,60000,0,60000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_warl_curse_of_doom,sim/warlock/curses.go:178
priest,47948,Pain and Suffering,,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,spell_pri_pain_and_suffering_proc,sim/priest/mind_flay.go:52
warlock,47964,Firebolt,Rank 9,5,1,4,2500,2500,1000,133,0,0,0,0,0,0,16,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,,sim/warlock/pet_abilities.go:155 sim/warlock/serverdata_allowlist.go:8
core,47982,Blood Pact,Rank 7,5,0,32,0,0,0,0,0,0,-1,-1,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/core/buffs.go:1436
warlock,47992,Lash of Pain,Rank 9,5,1,32,0,0,1500,133,0,12000,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/warlock/pet_abilities.go:56
warlock,47994,Cleave,Rank 4,4,2,1,0,0,1500,133,0,6000,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/warlock/pet_abilities.go:14
priest,48063,Greater Heal,Rank 9,6,1,2,3000,3000,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/priest/greater_heal.go:13
priest,48066,Power Word: Shield,Rank 14,6,1,2,0,0,1500,133,0,4000,30000,30000,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,spell_pri_power_word_shield,sim/priest/power_word_shield.go:28
priest,48068,Renew,Rank 14,6,1,2,0,0,1500,133,0,0,15000,15000,0,3000,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,spell_pri_renew,sim/priest/renew.go:11
priest,48071,Flash Heal,Rank 11,6,1,2,1500,1500,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/priest/flash_heal.go:14
priest,48072,Prayer of Healing,Rank 7,6,1,2,3000,3000,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/priest/prayer_of_healing.go:14
priest,48089,Circle of Healing,Rank 7,6,1,2,0,0,1500,133,0,6000,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,spell_pri_circle_of_healing,sim/priest/circle_of_healing.go:19
priest,48113,Prayer of Mending,Rank 3,6,0,2,0,0,1500,133,0,10000,0,0,0,0,0,0,no,no,no,no,no,yes,no,no,no,yes,no,0,100,0,48111 41637,,sim/priest/prayer_of_mending.go:11
priest,48120,Binding Heal,Rank 3,6,1,2,1500,1500,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/priest/binding_heal.go:13
priest,48123,Smite,Rank 12,6,1,2,2500,2500,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/priest/smite.go:11
priest,48125,Shadow Word: Pain,Rank 12,6,1,32,0,0,1500,133,0,0,18000,18000,0,3000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/priest/shadow_word_pain.go:23
priest,48127,Mind Blast,Rank 13,6,1,32,1500,1500,1500,133,0,8000,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/priest/mind_blast.go:31
priest,48135,Holy Fire,Rank 11,6,1,2,2000,2000,1500,133,0,10000,7000,7000,0,1000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/priest/holy_fire.go:14
priest,48156,Mind Flay,Rank 9,6,1,32,0,0,1500,133,0,0,3000,3000,0,1000,0,0,no,yes,no,no,yes,yes,yes,no,no,no,no,,,,58381,,sim/priest/mind_flay.go:84
priest,48158,Shadow Word: Death,Rank 4,6,1,32,0,0,1500,133,0,12000,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_pri_shadow_word_death,sim/priest/shadow_word_death.go:26
core priest,48160,Vampiric Touch,Rank 5,6,1,32,1500,1500,1500,133,0,0,15000,15000,0,3000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,0,100,0,,spell_pri_vampiric_touch,sim/core/buffs.go:148 sim/priest/mind_blast.go:16 sim/priest/vampiric_touch.go:13
deathknight,48263,Frost Presence,,15,0,16,0,0,0,0,0,1000,-1,-1,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dk_presence,sim/deathknight/presences.go:114 sim/deathknight/presences.go:136
deathknight,48265,Unholy Presence,,15,0,32,0,0,0,0,0,1000,-1,-1,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dk_presence,sim/deathknight/presences.go:175 sim/deathknight/presences.go:198
priest,48300,Devouring Plague,Rank 9,6,1,32,0,0,1500,133,0,0,24000,24000,0,3000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/priest/devouring_plague.go:11
priest,48301,Mind Trauma,,6,1,32,0,0,1500,0,0,0,10000,10000,0,0,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/priest/mind_blast.go:21 sim/priest/mind_blast.go:97
druid,48393,Owlkin Frenzy,Rank 3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,15,0,48391,,sim/druid/talents.go:551
druid,48410,Primal Precision,Rank 2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/druid/druid.go:200
druid,48461,Wrath,Rank 12,7,1,8,2000,2000,1500,133,0,0,0,0,0,0,20,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/druid/wrath.go:18
druid,48463,Moonfire,Rank 14,7,1,64,0,0,1500,133,0,0,12000,12000,0,3000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_tweaks_balance_dot_haste,sim/druid/moonfire.go:27
druid,48465,Starfire,Rank 10,7,1,64,3500,3500,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/druid/starfire.go:35
druid,48466,Hurricane,Rank 5,7,1,8,0,0,0,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/hurricane.go:11
druid,48467,Hurricane,Rank 5,7,1,8,0,0,1500,133,0,0,10000,10000,0,1000,0,0,no,yes,no,no,no,yes,yes,no,no,no,no,,,,48466,,sim/druid/hurricane.go:30
druid,48468,Insect Swarm,Rank 7,7,1,8,0,0,1500,133,0,0,12000,12000,0,2000,0,0,yes,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_dru_insect_swarm spell_tweaks_balance_dot_haste,sim/druid/insect_swarm.go:39
druid,48470,Gift of the Wild,Rank 4,7,1,8,0,0,1500,133,0,0,3600000,3600000,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/druid/fake_gotw.go:14
druid,48477,Rebirth,Rank 7,7,1,8,2000,2000,1500,133,0,600000,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/druid/rebirth.go:24 sim/druid/serverdata_allowlist.go:8
druid,48480,Maul,Rank 10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/maul.go:19
core,48485,Infected Wounds,Rank 3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,100,0,58181,,sim/core/debuffs.go:783
core,48511,Earth and Moon,Rank 3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,60433,,sim/core/debuffs.go:287
druid,48517,Eclipse (Solar),,7,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/talents.go:466
druid,48518,Eclipse (Lunar),,7,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/talents.go:509
core,48545,Revitalize,Rank 3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,101,0,,spell_dru_revitalize,sim/core/buffs.go:1011
core druid,48560,Demoralizing Roar,Rank 8,7,1,1,0,0,1500,133,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/core/debuffs.go:720 sim/druid/demoralizing_roar.go:15
druid,48562,Swipe (Bear),Rank 8,7,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/swipe.go:22
druid,48564,Mangle (Bear),Rank 5,7,2,1,0,0,1500,133,0,6000,60000,60000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/mangle.go:20
core druid,48566,Mangle (Cat),Rank 5,7,2,1,0,0,1000,133,0,0,60000,60000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/core/debuffs.go:418 sim/druid/mangle.go:75
druid,48568,Lacerate,Rank 3,7,2,1,0,0,1500,133,0,0,15000,15000,5,3000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/lacerate.go:26
druid,48572,Shred,Rank 9,7,2,1,0,0,1000,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/shred.go:19
druid,48574,Rake,Rank 7,7,2,1,0,0,1000,133,0,0,9000,9000,0,3000,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/rake.go:13
druid,48577,Ferocious Bite,Rank 8,7,2,1,0,0,1000,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/druid/ferocious_bite.go:13
rogue,48638,Sinister Strike,Rank 12,8,2,1,0,0,1000,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/sinister_strike.go:14
rogue,48657,Backstab,Rank 12,8,2,1,0,0,1000,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/backstab.go:14
rogue,48659,Feint,Rank 8,8,2,1,0,0,1000,133,0,10000,6000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/feint.go:12
rogue,48660,Hemorrhage,Rank 5,8,2,1,0,0,1000,133,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,0,100,0,,,sim/rogue/hemorrhage.go:15
rogue,48664,Mutilate,Rank 6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/mutilate.go:16
rogue,48665,Mutilate,Rank 6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/mutilate.go:13
rogue,48666,Mutilate,Rank 6,8,2,1,0,0,1000,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,48665 48664,spell_rog_mutilate,sim/rogue/mutilate.go:10
rogue,48668,Eviscerate,Rank 12,8,2,1,0,0,1000,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/eviscerate.go:12
rogue,48672,Rupture,Rank 9,8,2,1,0,0,1000,133,0,0,6000,16000,0,2000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,spell_rog_rupture spell_tweaks_rupture_haste,sim/rogue/items.go:86 sim/rogue/rupture.go:11 sim/rogue/rupture.go:17
rogue,48676,Garrote,Rank 10,8,2,1,0,0,1000,133,0,0,18000,18000,0,3000,0,0,yes,no,no,no,no,no,no,yes,no,no,no,,,,1330,,sim/rogue/garrote.go:19
rogue,48691,Ambush,Rank 10,8,2,1,0,0,1000,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,yes,no,no,no,,,,,,sim/rogue/ambush.go:11
deathknight,48707,Anti-Magic Shell,,15,0,32,0,0,0,0,45000,45000,5000,5000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dk_anti_magic_shell_self,sim/deathknight/anti_magic_shell.go:12
deathknight,48743,Death Pact,,15,0,32,0,0,1500,133,120000,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,spell_dk_death_pact,sim/deathknight/death_pact.go:10
deathknight,48792,Icebound Fortitude,,15,0,1,0,0,0,0,120000,0,12000,12000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dk_icebound_fortitude,sim/deathknight/icebound_fortitude.go:12
paladin,48801,Exorcism,Rank 9,10,1,2,1500,1500,1500,133,0,15000,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/paladin/exorcism.go:12
paladin,48806,Hammer of Wrath,Rank 6,10,3,2,0,0,1500,133,0,6000,0,0,0,0,50,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/paladin/hammer_of_wrath.go:12
paladin,48817,Holy Wrath,Rank 5,10,1,2,0,0,1500,133,0,30000,3000,3000,0,0,20,0,no,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/paladin/holy_wrath.go:14
paladin,48819,Consecration,Rank 8,10,1,2,0,0,1500,133,0,8000,8000,8000,0,1000,0,0,no,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/paladin/consecration.go:19
paladin,48827,Avenger's Shield,Rank 5,10,3,2,0,0,1500,133,0,30000,10000,10000,0,0,35,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/paladin/avengers_shield.go:17
paladin,48835,Justice,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,48836,,sim/paladin/items.go:236
core,48932,Blessing of Might,Rank 10,10,1,2,0,0,1500,133,0,0,600000,600000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/core/buffs.go:1393
paladin,48952,Holy Shield,Rank 6,10,1,2,0,0,1500,133,0,8000,10000,10000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,0,100,0,,,sim/paladin/holy_shield.go:11
deathknight,48982,Rune Tap,,15,1,32,0,0,0,0,60000,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/rune_tap.go:20
hunter,48996,Raptor Strike,Rank 11,9,2,1,0,0,0,0,0,6000,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/raptor_strike.go:11
hunter,49001,Serpent Sting,Rank 12,9,3,8,0,-1000000,1500,133,0,0,15000,15000,0,3000,40,0,no,no,yes,no,no,no,no,no,no,no,no,,,,,,sim/hunter/serpent_sting.go:16
core deathknight,49005,Mark of Blood,,15,0,32,0,0,1500,133,180000,0,20000,20000,0,0,0,0,no,no,no,no,no,yes,no,no,no,no,no,0,100,0,,spell_dk_mark_of_blood,sim/core/debuffs.go:825 sim/deathknight/mark_of_blood.go:14
core deathknight,49016,Hysteria,,15,0,1,0,0,0,0,180000,0,30000,30000,0,1000,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/core/buffs.go:762 sim/core/buffs.go:778 sim/core/serverdata_allowlist.go:26 +1 more
deathknight,49028,Dancing Rune Weapon,,15,1,1,0,0,1500,133,90000,0,12000,12000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,0,100,0,1206,spell_dk_dancing_rune_weapon,sim/deathknight/dancing_rune_weapon.go:23 sim/deathknight/dancing_rune_weapon.go:51
hunter,49045,Arcane Shot,Rank 11,9,3,64,0,-1000000,1500,133,0,6000,0,0,0,0,40,0,no,no,yes,no,no,no,no,no,no,no,no,,,,,,sim/hunter/arcane_shot.go:18 sim/hunter/serverdata_allowlist.go:12
hunter,49048,Multi-Shot,Rank 8,9,3,1,500,0,1500,133,0,10000,0,0,0,0,30,0,no,no,yes,no,no,no,no,no,no,no,no,,,,,,sim/hunter/multi_shot.go:14
hunter,49050,Aimed Shot,Rank 9,9,3,1,0,-1000000,1500,133,10000,10000,10000,10000,0,0,40,0,yes,no,yes,no,no,no,no,no,no,no,no,,,,,,sim/hunter/aimed_shot.go:16
hunter,49052,Steady Shot,Rank 4,9,3,1,2000,1500,1500,133,0,0,0,0,0,0,40,0,yes,no,yes,no,no,no,no,no,no,no,no,,,,,,sim/hunter/steady_shot.go:49
hunter,49067,Explosive Trap,Rank 6,9,0,4,0,0,1500,133,0,30000,30000,30000,0,0,0,0,no,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/hunter/explosive_trap.go:15
deathknight,49206,Summon Gargoyle,,15,0,32,0,0,1500,133,180000,0,40000,40000,0,1000,0,0,yes,no,no,no,no,yes,no,no,no,no,no,,,,61777,spell_dk_summon_gargoyle,sim/deathknight/summon_gargoyle.go:17 sim/deathknight/summon_gargoyle.go:22
deathknight,49222,Bone Shield,,15,1,8,0,0,1500,133,60000,0,300000,300000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,0,100,2000,,,sim/deathknight/bone_shield.go:15
shaman,49231,Earth Shock,Rank 10,11,1,8,0,0,1500,133,0,6000,8000,8000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/shaman/shocks.go:52
shaman,49233,Flame Shock,Rank 9,11,1,4,0,0,1500,133,0,6000,18000,18000,0,3000,0,0,no,no,no,no,no,yes,yes,no,no,no,no,,,,,spell_sha_flame_shock spell_tweaks_concussion_flame_shock_haste,sim/shaman/shocks.go:62
shaman,49236,Frost Shock,Rank 7,11,1,16,0,0,1500,133,0,6000,8000,8000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/shaman/shocks.go:115
shaman,49238,Lightning Bolt,Rank 14,11,1,8,2500,2500,1500,133,0,0,0,0,0,0,20,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/shaman/items.go:87 sim/shaman/items_wotlk.go:104 sim/shaman/items_wotlk.go:131 +1 more
shaman,49271,Chain Lightning,Rank 8,11,1,8,2000,2000,1500,133,0,6000,0,0,0,0,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/shaman/chain_lightning.go:21
shaman,49273,Healing Wave,Rank 14,11,1,8,3000,3000,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/shaman/heals.go:191 sim/shaman/serverdata_allowlist.go:35
shaman,49276,Lesser Healing Wave,Rank 9,11,1,8,1500,1500,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/shaman/heals.go:40
shaman,49279,Lightning Shield,Rank 11,11,1,8,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/shaman/lightning_shield.go:19
shaman,49281,Lightning Shield,Rank 11,11,1,8,0,0,1500,133,0,0,600000,600000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,0,100,3500,26545,spell_sha_lightning_shield,sim/shaman/lightning_shield.go:15
shaman,49284,Earth Shield,Rank 5,11,1,8,0,0,1500,133,0,0,600000,600000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,0,100,3500,,spell_sha_earth_shield,sim/shaman/heals.go:247
deathknight,49375,Dummy,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/anti_magic_shell.go:49
deathknight,49483,Butchery,Rank 2,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,,spell_dk_butchery,sim/deathknight/talents_blood.go:248
deathknight,49509,Scent of Blood,Rank 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,15,0,50421 50421 50421,spell_dk_scent_of_blood_trigger spell_gen_proc_from_direct_damage,sim/deathknight/talents_blood.go:139
deathknight,49530,Sudden Doom,Rank 3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,15,0,,spell_dk_sudden_doom,sim/deathknight/talents_blood.go:313
deathknight,49543,Bloodworms,Rank 3,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,9,20000,50452,,sim/deathknight/talents_blood.go:423
common/wotlk,49623,Effervescence,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:129
deathknight,49796,Deathchill,,15,1,16,0,0,0,0,120000,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/deathknight/talents_frost.go:223
druid,49800,Rip,Rank 9,7,2,1,0,0,1000,133,0,0,12000,12000,0,2000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,spell_dru_rip,sim/druid/rip.go:23
deathknight,49895,Death Coil,Rank 5,15,1,32,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,spell_dk_death_coil,sim/deathknight/death_coil.go:8 sim/deathknight/serverdata_allowlist.go:12
deathknight,49921,Plague Strike,Rank 6,15,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,55078,,sim/deathknight/plague_strike.go:8
deathknight,49924,Death Strike,Rank 5,15,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,spell_dk_death_strike,sim/deathknight/death_strike.go:9
deathknight,49930,Blood Strike,Rank 6,15,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/deathknight/blood_strike.go:7
deathknight,49938,Death and Decay,Rank 4,15,1,32,0,0,1500,133,0,30000,10000,10000,0,1000,0,0,no,no,no,no,no,yes,no,no,no,no,no,,,,,spell_dk_death_and_decay,sim/deathknight/death_and_decay.go:14
deathknight,49941,Blood Boil,Rank 4,15,1,32,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,yes,no,no,no,no,no,,,,,spell_dk_blood_boil,sim/deathknight/blood_boil.go:7
deathknight,50111,Blood Gorged,Rank 5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/deathknight/talents_blood.go:387
deathknight,50150,Will of the Necropolis,Rank 3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,52286,,sim/deathknight/talents_blood.go:115
druid,50213,Tiger's Fury,Rank 6,7,0,1,0,0,0,0,30000,30000,6000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dru_tiger_s_fury,sim/druid/tigers_fury.go:10
druid,50334,Berserk,,7,0,1,0,0,1000,133,180000,180000,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dru_berserk,sim/druid/berserk.go:15
