kind,id,name,context,go_verdict,classic_verdict,spell_chain,server_values,server_values_not_in_go,go_numbers,go_locations,server_values_not_in_classic,classic_tooltip_numbers,server_description,classic_tooltip_text,module_files
item,44308,Signet of Edward the Odd,equip,matches server,match,60317 > 60318,60317 proc chance=15; 60317 proc cooldown=45; 60318 effect1=125; 60318 duration=13,,125 13 0.15 45,sim/common/wotlk/stat_bonus_procs.go:255 sim/common/wotlk/stat_bonus_procs.go:256,,60 125 13 15 45 60 125,Your melee and ranged attacks have a chance to increase your haste rating by $60318s1 for $60318d1.,"Signet of Edward the Odd Requires level 60 Your melee and ranged attacks have a chance to increase your haste rating by 125 for 13 sec. (Proc chance: 15%, 45s cooldown)",
item,44322,Mercurial Alchemist Stone,equip,manual: no numeric values,manual: no numeric values (scripted spell),17619,,,44323 44324,sim/core/consumes.go:483 sim/common/tbc/caster_trinkets.go:19 sim/core/consumes.go:487,,40,Increases the effect that healing and mana potions have on the wearer by 40%.  This effect does not stack.,Alchemist's Stone Instant Increases the effect that healing and mana potions have on the wearer by 40%. This effect does not stack.,
item,44323,Indestructible Alchemist's Stone,equip,manual: no numeric values,manual: no numeric values (scripted spell),17619,,,44322 44324,sim/core/consumes.go:483 sim/common/tbc/caster_trinkets.go:19 sim/core/consumes.go:487,,40,Increases the effect that healing and mana potions have on the wearer by 40%.  This effect does not stack.,Alchemist's Stone Instant Increases the effect that healing and mana potions have on the wearer by 40%. This effect does not stack.,
item,44324,Mighty Alchemist's Stone,equip,manual: no numeric values,manual: no numeric values (scripted spell),17619,,,44322 44323,sim/core/consumes.go:483 sim/common/tbc/caster_trinkets.go:19 sim/core/consumes.go:487,,40,Increases the effect that healing and mana potions have on the wearer by 40%.  This effect does not stack.,Alchemist's Stone Instant Increases the effect that healing and mana potions have on the wearer by 40%. This effect does not stack.,
item,44505,Dustbringer,chance on hit,not in sim Go,match,60871,60871 effect1=70,,,,,20 80 70,Blasts the enemy for $s1 Fire damage.,Fireblast 20 yd range Instant Requires level 80 Blasts the enemy for 70 Fire damage.,
item,44869,Frenzyheart Insignia of Fury,use,not in sim Go,match,59818 > 59821,59821 effect1=91; 59821 duration=10,,,,,10 91,"Upon killing a creature that grants you experience, you grow furious, increasing your chance to critically strike for the next 10 seconds.","Frenzyheart Fury Upon killing a creature that grants you experience, you grow furious, increasing your chance to critically strike for the next 10 seconds.",
item,44870,Oracle Talisman of Ablution,use,not in sim Go,differs,59787 > 59789,59789 effect1=200,,,,59789 effect1=200,,"Restores Mana, Rage, Energy, or Runic Power when you kill a target that grants honor or experience.","Oracle Ablutions Restores Mana, Rage, Energy, or Runic Power when you kill a target that grants honor or experience.",
item,44912,Flow of Knowledge,equip,matches server,match,62114 > 60064,62114 proc chance=10; 62114 proc cooldown=50; 60064 effect1=590; 60064 effect2=590; 60064 duration=10,,590 10 0.1 50 40682 45 49076,sim/common/wotlk/stat_bonus_procs.go:267 sim/common/wotlk/stat_bonus_procs.go:174 sim/common/wotlk/stat_bonus_procs.go:268 sim/common/wotlk/stat_bonus_procs.go:476,,60 590 10 50 60 590 10,Your spell casts have a chance to increase your spell power by $60064s1 for $60064d.,"Flow of Knowledge Requires level 60 Your spell casts have a chance to increase your spell power by 590 for 10 sec. (Proc chance: 10%, 50s cooldown)",
item,44914,Anvil of Titans,equip,matches server,match,62115 > 60065,62115 proc chance=10; 62115 proc cooldown=50; 60065 effect1=1000; 60065 effect2=1000; 60065 duration=10,,1000 10 0.1 50 40684 49074,sim/common/wotlk/stat_bonus_procs.go:277 sim/common/wotlk/stat_bonus_procs.go:185 sim/common/wotlk/stat_bonus_procs.go:278 sim/common/wotlk/stat_bonus_procs.go:464,,60 1000 10 50 1000 10,Chance on melee or ranged hit to increase your attack power by 1000 for 10 secs.,"Strength of the Titans Requires level 60 Chance on melee or ranged hit to increase your attack power by 1000 for 10 secs. (Proc chance: 10%, 50s cooldown)",
item,44934,Loop of the Kirin Tor,use,not in sim Go,manual: no values a tooltip shows,54406,item 44934 cooldown=1800,,,,,10 71,Teleports the caster to Dalaran.,Teleport: Dalaran 10 sec cast Requires level 71 Teleports the caster to Dalaran.,
item,44935,Ring of the Kirin Tor,use,not in sim Go,manual: no values a tooltip shows,54406,item 44935 cooldown=1800,,,,,10 71,Teleports the caster to Dalaran.,Teleport: Dalaran 10 sec cast Requires level 71 Teleports the caster to Dalaran.,
item,44949,Unbreakable Healing Amplifiers,use,not in sim Go,manual: no values a tooltip shows,12883,item 44949 cooldown=3,,,,,100 1 8,Allows you to look far into the distance.,Longsight 100 yd range 1 sec cast Requires level 8 Allows you to look far into the distance.,
item,45114,Steamcaller's Totem,equip,differs from server (not registered),differs,64960,64960 effect1=243,64960 effect1=243,257 0,sim/shaman/heals.go:320,64960 effect1=243,8 257,Increases the base amount healed by your chain heal by $s1.,Item - Shaman T8 Restoration Relic Requires Shaman Increases the base amount healed by your chain heal by 257.,
item,45131,Jouster's Fury,equip,matches server,match,63251 > 63250,63251 proc chance=10; 63251 proc cooldown=50; 63250 effect1=328; 63250 duration=10,,328 10 0.1 50 45219,sim/common/wotlk/stat_bonus_procs.go:288 sim/common/wotlk/stat_bonus_procs.go:289 sim/common/wotlk/stat_bonus_procs.go:301,,60 328 10 50 328 10,Chance on hit to increase your critical strike rating by $63250s1 for 10 secs.,"Glory of the Jouster Requires level 60 Chance on hit to increase your critical strike rating by 328 for 10 secs. (Proc chance: 10%, 50s cooldown)",
item,45144,Sigil of Deflection,equip,differs from server (not registered),differs,64964 > 64963,64963 effect1=136; 64963 duration=5,64963 effect1=136,144 5,sim/deathknight/items.go:619 sim/deathknight/items.go:621,64963 effect1=136,8 144 5 80 144,Your Rune Strike ability grants $64963s1 dodge rating for $64963d.,Item - Death Knight T8 Tank Relic Requires Death Knight Your Rune Strike ability grants 144 dodge rating for 5 sec.,
item,45145,Libram of the Sacred Shield,equip,matches server,differs,64955 > 65182,65182 effect1=450; 65182 duration=20,,450 20,sim/paladin/items.go:474 sim/paladin/items.go:476,65182 effect1=450,8 476 20 476,Increases your block value by $65182s1 for $65182d each time you use Holy Shield.,Item - Paladin T8 Protection Relic Requires Paladin Increases your block value by 476 for 20 sec each time you use Holy Shield.,
item,45148,Living Flame,use,differs from server,match,64712,64712 effect1=505; 64712 effect2=505; 64712 duration=20; item 45148 cooldown=120,64712 effect1=505; 64712 effect2=505,534 20 120 2,sim/common/wotlk/stat_bonus_cds.go:86,,505 20,Increases spell power by $s2 for $d.,Living Flame Instant Increases spell power by 505 for 20 sec.,
item,45158,Heart of Iron,use,differs from server,match,64763,64763 effect1=432; 64763 duration=20; item 45158 cooldown=120,64763 effect1=432,457 20 120 2,sim/common/wotlk/stat_bonus_cds.go:142,,432 20,Increases dodge rating by $s1 for $d1.,Heart of Iron Instant Increases dodge rating by 432 for 20 sec.,
item,45169,Totem of the Dancing Flame,equip,matches server (not registered),differs,64959,64959 effect1=155,,155,sim/shaman/stormstrike.go:12 sim/shaman/stormstrike.go:45,64959 effect1=155,8 164,Increases weapon damage when you use Stormstrike by $s1.,Item - Shaman T8 Enhancement Relic Requires Shaman Increases weapon damage when you use Stormstrike by 164.,
item,45219,Jouster's Fury,equip,matches server,match,63251 > 63250,63251 proc chance=10; 63251 proc cooldown=50; 63250 effect1=328; 63250 duration=10,,328 10 0.1 50 45131,sim/common/wotlk/stat_bonus_procs.go:300 sim/common/wotlk/stat_bonus_procs.go:289 sim/common/wotlk/stat_bonus_procs.go:301,,60 328 10 50 328 10,Chance on hit to increase your critical strike rating by $63250s1 for 10 secs.,"Glory of the Jouster Requires level 60 Chance on hit to increase your critical strike rating by 328 for 10 secs. (Proc chance: 10%, 50s cooldown)",
item,45254,Sigil of the Vengeful Heart,equip,differs from server (not registered),differs,64962,64962 effect1=205; 64962 effect2=380,64962 effect1=205; 64962 effect2=380,403 0 218,sim/deathknight/items.go:300 sim/deathknight/items.go:304,64962 effect1=205; 64962 effect2=380,8 437 136,Increases the damage done by your Death Coil ability by $s2 and by your Frost Strike ability by $s3.,Item - Death Knight T8 DPS Relic Requires Death Knight Increases the damage done by your Death Coil ability by 437 and by your Frost Strike ability by 136.,
item,45255,Thunderfall Totem,equip,matches server (not registered),differs,64961,64961 effect1=215,,121 0 215,sim/shaman/electric_spell.go:17 sim/shaman/lavaburst.go:13,64961 effect1=215,8 227,Increases the base damage of your Lava Burst by $s1.,Item - Shaman T8 Elemental Relic Requires Shaman Increases the base damage of your Lava Burst by 227.,
item,45263,Wrathstone,use,differs from server,match,64800,64800 effect1=856; 64800 effect2=856; 64800 duration=20; item 45263 cooldown=120,64800 effect1=856; 64800 effect2=856,905 20 120 2,sim/common/wotlk/stat_bonus_cds.go:60,,856 20,Increases attack power by $s1 for $d.,Wrathstone Instant Increases attack power by 856 for 20 sec.,
item,45270,Idol of the Crying Wind,equip,differs from server (not registered),differs,64950,64950 effect1=374,64950 effect1=374,396 0,sim/druid/insect_swarm.go:10 sim/druid/insect_swarm.go:15,64950 effect1=374,8 396,Increases the spell power of your Insect Swarm by $s1.,Item - Druid T8 Balance Relic Requires Druid Increases the spell power of your Insect Swarm by 396.,
item,45286,Pyrite Infuser,equip,differs from server,differs,65013 > 65014,65013 proc chance=10; 65013 proc cooldown=50; 65014 effect1=1234; 65014 effect2=1234; 65014 duration=10,65014 effect1=1234; 65014 effect2=1234,1305 10 0.1 50,sim/common/wotlk/stat_bonus_procs.go:312 sim/common/wotlk/stat_bonus_procs.go:313,65014 effect1=1234; 65014 effect2=1234,60 1305 10 50 1305 10,Chance on melee and ranged critical strike to increase your attack power by $65014s1 for $65014d.,"Pyrite Infusion Requires level 60 Chance on melee and ranged critical strike to increase your attack power by 1305 for 10 sec. (Proc chance: 10%, 50s cooldown)",
item,45292,Energy Siphon,use,differs from server,differs,65008,65008 effect1=408; 65008 effect2=408; 65008 duration=20; item 45292 cooldown=120,65008 effect1=408; 65008 effect2=408,431 20 120 2,sim/common/wotlk/stat_bonus_cds.go:87,65008 effect1=408; 65008 effect2=408,431 20,Increases spell power by $s2 for $d.,Energy Siphon Instant Increases spell power by 431 for 20 sec.,
item,45308,Eye of the Broodmother,equip,differs from server,differs,65007 > 65006,65006 effect1=25; 65006 effect2=25; 65006 duration=10,65006 effect1=25; 65006 effect2=25,10 5 26,sim/common/wotlk/stat_bonus_stacking.go:219 sim/common/wotlk/stat_bonus_stacking.go:220,65006 effect1=25; 65006 effect2=25,26 10 5 26 10,"Each time you cast a damaging or healing spell you gain $65006s1 spell power for the next $65006d, stacking up to 5 times.","Eye of the Broodmother Each time you cast a damaging or healing spell you gain 26 spell power for the next 10 sec, stacking up to 5 times.",
item,45313,Furnace Stone,use,differs from server,differs,65011,65011 effect1=5152; 65011 duration=20; item 45313 cooldown=120,65011 effect1=5152,5448 20 120 2,sim/common/wotlk/stat_bonus_cds.go:122,65011 effect1=5152,5448 20,Increases armor by $s1 for $d1.,Furnace Stone Instant Increases armor by 5448 for 20 sec.,
item,45436,Libram of the Resolute,equip,not in sim Go,differs,64956,64956 effect1=160,,,,64956 effect1=160,8 169,Increases spell power of Holy Light by $s1.,Item - Paladin T8 Holy Relic Requires Paladin Increases spell power of Holy Light by 169.,
item,45466,Scale of Fates,use,differs from server,differs,64707,64707 effect1=432; 64707 duration=20; item 45466 cooldown=120,64707 effect1=432,457 20 120 2,sim/common/wotlk/stat_bonus_cds.go:43,64707 effect1=432,45 457 20,Increases your haste rating by $s1 for $d1.,Scale of Fates Instant Requires level 45 Increases your haste rating by 457 for 20 sec.,
item,45490,Pandora's Plea,equip,differs from server,differs,64742 > 64741,64742 proc chance=10; 64742 proc cooldown=45; 64741 effect1=751; 64741 effect2=751; 64741 duration=10,64741 effect1=751; 64741 effect2=751,794 10 0.1 45,sim/common/wotlk/stat_bonus_procs.go:324 sim/common/wotlk/stat_bonus_procs.go:325,64741 effect1=751; 64741 effect2=751,60 794 10 45 60 794 10,Your spells have a chance to increase your spell power by $64741s1 for $64741d.,"Pandora's Plea Requires level 60 Your spells have a chance to increase your spell power by 794 for 10 sec. (Proc chance: 10%, 45s cooldown)",
item,45507,The General's Heart,equip,differs from server,match,64764 > 64765,64764 proc chance=5; 64764 proc cooldown=50; 64765 effect1=5200; 64765 effect2=205; 64765 duration=10,64765 effect1=5200,10 0 205 0.05 50,sim/common/wotlk/other_effects.go:43 sim/common/wotlk/other_effects.go:45,,60 205 10 5 50 1 217 5200 10,When struck in combat has a chance of shielding you in a protective barrier which will reduce damage from each attack by 205.  Lasts 10 secs.,"The General's Heart Requires level 60 When struck in combat has a chance of shielding you in a protective barrier which will reduce damage from each attack by 205. Lasts 10 secs. (Proc chance: 5%, 50s cooldown)",
item,45509,Idol of the Corruptor,equip,differs from server,differs,64952 > 64951,64951 effect1=153; 64951 duration=12,64951 effect1=153,5 1 15 8 47668 50456 162 12 0.5 0,sim/druid/feral/rotation.go:695 sim/druid/items.go:417 sim/druid/items.go:419,64951 effect1=153,8 162 12 5 80 162 12,Your Mangle ability has a chance to grant $64951s1 agility for $64951d.,Item - Druid T8 Feral Relic Requires Druid Your Mangle ability has a chance to grant 162 agility for 12 sec.,
item,45510,Libram of Discord,equip,matches server (not registered),differs,64957,64957 effect1=235,,235 0,sim/paladin/divine_storm.go:10,64957 effect1=235,8 249,Increases the damage done by Divine Storm by $s1.,Item - Paladin T8 Retribution Relic Requires Paladin Increases the damage done by Divine Storm by 249.,
item,45518,Flare of the Heavens,equip,differs from server,differs,64714 > 64713,64714 proc chance=10; 64714 proc cooldown=45; 64713 effect1=850; 64713 effect2=850; 64713 duration=10,64713 effect1=850; 64713 effect2=850,959 10 0.1 45,sim/common/wotlk/stat_bonus_procs.go:347 sim/common/wotlk/stat_bonus_procs.go:348,64713 effect1=850; 64713 effect2=850,60 959 10 45 60 959 10,Your harmful spells have a chance to increase your spell power by $64713s1 for $64713d.,"Flame of the Heavens Requires level 60 Your harmful spells have a chance to increase your spell power by 959 for 10 sec. (Proc chance: 10%, 45s cooldown)",
item,45522,Blood of the Old God,equip,differs from server,differs,64792 > 64790,64792 proc chance=10; 64792 proc cooldown=50; 64790 effect1=1284; 64790 effect2=1284; 64790 duration=10,64790 effect1=1284; 64790 effect2=1284,1358 10 0.1 50,sim/common/wotlk/stat_bonus_procs.go:335 sim/common/wotlk/stat_bonus_procs.go:336,64790 effect1=1284; 64790 effect2=1284,60 1358 10 50 1358 10,Chance on melee and ranged critical strike to increase your attack power by 1284 for 10 secs.,"Blood of the Old God Requires level 60 Chance on melee and ranged critical strike to increase your attack power by 1358 for 10 secs. (Proc chance: 10%, 50s cooldown)",
item,45535,Show of Faith,equip,differs from server,differs,64738 > 64739,64738 proc chance=10; 64738 proc cooldown=50; 64739 effect1=241; 64739 duration=15,64739 effect1=241,272 15 0.1 50,sim/common/wotlk/stat_bonus_procs.go:358 sim/common/wotlk/stat_bonus_procs.go:359,64739 effect1=241,272 5 15 10 50 272,"Each time you cast a spell, there is a chance you will gain up to $64739s1 mana per 5 for $64739d.","Show of Faith Requires Paladin Each time you cast a spell, there is a chance you will gain up to 272 mana per 5 for 15 sec. (Proc chance: 10%, 50s cooldown)",
item,45609,Comet's Trail,equip,differs from server,differs,64786 > 64772,64786 proc chance=15; 64786 proc cooldown=45; 64772 effect1=726; 64772 duration=10,64772 effect1=726,819 10 0.15 45,sim/common/wotlk/stat_bonus_procs.go:368 sim/common/wotlk/stat_bonus_procs.go:369,64772 effect1=726,60 768 10 15 45 60 768,Your melee and ranged attacks have a chance to increase your haste rating by $64772s1 for $64772d1.,"Comet's Trail Requires level 60 Your melee and ranged attacks have a chance to increase your haste rating by 768 for 10 sec. (Proc chance: 15%, 45s cooldown)",
item,45688,Inscribed Band of the Kirin Tor,use,not in sim Go,manual: no values a tooltip shows,54406,item 45688 cooldown=1800,,,,,10 71,Teleports the caster to Dalaran.,Teleport: Dalaran 10 sec cast Requires level 71 Teleports the caster to Dalaran.,
item,45689,Inscribed Loop of the Kirin Tor,use,not in sim Go,manual: no values a tooltip shows,54406,item 45689 cooldown=1800,,,,,10 71,Teleports the caster to Dalaran.,Teleport: Dalaran 10 sec cast Requires level 71 Teleports the caster to Dalaran.,
item,45690,Inscribed Ring of the Kirin Tor,use,not in sim Go,manual: no values a tooltip shows,54406,item 45690 cooldown=1800,,,,,10 71,Teleports the caster to Dalaran.,Teleport: Dalaran 10 sec cast Requires level 71 Teleports the caster to Dalaran.,
item,45691,Inscribed Signet of the Kirin Tor,use,not in sim Go,manual: no values a tooltip shows,54406,item 45691 cooldown=1800,,,,,10 71,Teleports the caster to Dalaran.,Teleport: Dalaran 10 sec cast Requires level 71 Teleports the caster to Dalaran.,
item,45703,Spark of Hope,equip,differs from server (not registered),differs,65010,65010 effect1=42,65010 effect1=42,0 44,sim/core/mana.go:299,65010 effect1=42,44,Reduces the base mana cost of your spells by $s1.,Spell Cost Reduction Requires Death Knight Reduces the base mana cost of your spells by 44.,
item,45850,Rituals of the New Moon,use,not in sim Go,differs,64048,64048 duration=120; item 45850 cooldown=600,,,,64048 duration=120,100,Transform into a giant red wolf.,New Moon 100 yd range Instant Transform into a giant red wolf.,
item,45851,Rituals of the New Moon,use,not in sim Go,differs,64047,64047 duration=120; item 45851 cooldown=600,,,,64047 duration=120,100,Transform into a giant white wolf.,New Moon 100 yd range Instant Transform into a giant white wolf.,
item,45852,Rituals of the New Moon,use,not in sim Go,differs,64049,64049 duration=120; item 45852 cooldown=600,,,,64049 duration=120,100,Transform into a giant grey wolf.,New Moon 100 yd range Instant Transform into a giant grey wolf.,
item,45853,Rituals of the New Moon,use,not in sim Go,differs,64046,64046 duration=120; item 45853 cooldown=600,,,,64046 duration=120,100,Transform into a giant black wolf.,New Moon 100 yd range Instant Transform into a giant black wolf.,
item,45854,Rituals of the New Moon,use,not in sim Go,differs,64052,64052 duration=120; item 45854 cooldown=600,,,,64052 duration=120,100,Transform into a giant wolf.,New Moon 100 yd range Instant Transform into a giant wolf.,
item,45866,Elemental Focus Stone,equip,differs from server,differs,65005 > 65004,65005 proc chance=10; 65005 proc cooldown=45; 65004 effect1=522; 65004 duration=10,65004 effect1=522,552 10 0.1 45,sim/common/wotlk/stat_bonus_procs.go:380 sim/common/wotlk/stat_bonus_procs.go:381,65004 effect1=522,60 552 10 45 60 552 10,Your harmful spells have a chance to increase your haste rating by $65004s1 for $65004d.,"Alacrity of the Elements Requires level 60 Your harmful spells have a chance to increase your haste rating by 552 for 10 sec. (Proc chance: 10%, 45s cooldown)",
item,45929,Sif's Remembrance,equip,differs from server,differs,65002 > 65003,65002 proc chance=10; 65002 proc cooldown=50; 65003 effect1=195; 65003 duration=15,65003 effect1=195,220 15 0.1 50,sim/common/wotlk/stat_bonus_procs.go:393 sim/common/wotlk/stat_bonus_procs.go:394,65003 effect1=195,220 5 15 10 50 220,"Each time you cast a spell, there is a chance you will gain up to $65003s1 mana per 5 for $65003d.","Bonus Mana Regen Requires Paladin Each time you cast a spell, there is a chance you will gain up to 220 mana per 5 for 15 sec. (Proc chance: 10%, 50s cooldown)",
item,45931,Mjolnir Runestone,equip,differs from server,differs,65020 > 65019,65020 proc chance=15; 65020 proc cooldown=45; 65019 effect1=665; 65019 duration=10,65019 effect1=665,751 10 0.15 45,sim/common/wotlk/stat_bonus_procs.go:403 sim/common/wotlk/stat_bonus_procs.go:404,65019 effect1=665,60 751 10 15 45 60 751,Your melee and ranged attacks have a chance to increase your armor penetration rating by $65019s1 for $65019d1.,"Mjolnir Runestone Requires level 60 Your melee and ranged attacks have a chance to increase your armor penetration rating by 751 for 10 sec. (Proc chance: 15%, 45s cooldown)",
item,45991,Bone Fishing Pole,equip,not in sim Go,match,59731,59731 effect1=30,,,,,30,Fishing skill increased by $s1.,Fishing Skill +30 Fishing skill increased by 30.,
item,45992,Jeweled Fishing Pole,equip,not in sim Go,match,59731,59731 effect1=30,,,,,30,Fishing skill increased by $s1.,Fishing Skill +30 Fishing skill increased by 30.,
item,46017,"Val'anyr, Hammer of Ancient Kings",equip,matches server,match,64415 > 64411,64415 proc chance=10; 64415 proc cooldown=45; 64411 duration=15,,64413 1 30 15 0.15 0.1 45,sim/common/wotlk/other_effects.go:303 sim/common/wotlk/other_effects.go:339 sim/common/wotlk/other_effects.go:325,,60 15 10 45 15,Your healing spells have a chance to cause Blessing of Ancient Kings for $64411d allowing your heals to shield the target absorbing damage equal to 15% of the amount healed.,"Val'anyr Hammer of Ancient Kings - Equip Effect Requires level 60 Your healing spells have a chance to cause Blessing of Ancient Kings for 15 sec allowing your heals to shield the target absorbing damage equal to 15% of the amount healed. (Proc chance: 10%, 45s cooldown)",
item,46017,"Val'anyr, Hammer of Ancient Kings",equip,manual: no numeric values,manual: no numeric values (scripted spell),68496,,,64413 1 30 64411 15 0.15 0.1 45,sim/common/wotlk/other_effects.go:303 sim/common/wotlk/other_effects.go:339,,,,,
item,46021,Royal Seal of King Llane,use,differs from server,differs,65012,65012 effect1=380; 65012 duration=20; item 46021 cooldown=120,65012 effect1=380,402 20 120 2,sim/common/wotlk/stat_bonus_cds.go:150,65012 effect1=380,402 20,Increases parry rating by $s1 for $d1.,Royal Seal of King Llane Instant Increases parry rating by 402 for 20 sec.,
item,46038,Dark Matter,equip,differs from server,differs,65025 > 65024,65025 proc chance=15; 65025 proc cooldown=45; 65024 effect1=612; 65024 duration=10,65024 effect1=612,692 10 0.15 45,sim/common/wotlk/stat_bonus_procs.go:415 sim/common/wotlk/stat_bonus_procs.go:416,65024 effect1=612,60 647 10 15 45 60 647,Your melee and ranged attacks have a chance to increase your critical strike rating by $60437s1 for $60437d1.,"Dark Matter Requires level 60 Your melee and ranged attacks have a chance to increase your critical strike rating by 647 for 10 sec. (Proc chance: 15%, 45s cooldown)",
item,46051,Meteorite Crystal,use,differs from server,differs,64999 > 65000,64999 duration=20; item 46051 cooldown=120; 65000 effect1=75,65000 effect1=75,20 85 120 2,sim/common/wotlk/stat_bonus_stacking.go:327 sim/common/wotlk/stat_bonus_stacking.go:328,65000 effect1=75,20 60 5 20 79 5,Each spell cast within 20 seconds will grant a stacking bonus of 60 mana regen per 5 sec. Expires after 20 seconds.  Abilities with no mana cost will not trigger this trinket.,Meteoric Inspiration Instant Each spell cast within 20 seconds will grant a stacking bonus of 60 mana regen per 5 sec. Expires after 20 seconds. Abilities with no mana cost will not trigger this trinket.,
item,46081,Titan-Forged Rune of Audacity,use,not in sim Go,manual: no values a tooltip shows,42292,item 46081 cooldown=120,,,,,,Removes all movement impairing effects and all effects which cause loss of control of your character.,PvP Trinket Instant Removes all movement impairing effects and all effects which cause loss of control of your character.,
item,46082,Titan-Forged Rune of Determination,use,not in sim Go,manual: no values a tooltip shows,42292,item 46082 cooldown=120,,,,,,Removes all movement impairing effects and all effects which cause loss of control of your character.,PvP Trinket Instant Removes all movement impairing effects and all effects which cause loss of control of your character.,
item,46083,Titan-Forged Rune of Accuracy,use,not in sim Go,manual: no values a tooltip shows,42292,item 46083 cooldown=120,,,,,,Removes all movement impairing effects and all effects which cause loss of control of your character.,PvP Trinket Instant Removes all movement impairing effects and all effects which cause loss of control of your character.,
item,46084,Titan-Forged Rune of Cruelty,use,not in sim Go,manual: no values a tooltip shows,42292,item 46084 cooldown=120,,,,,,Removes all movement impairing effects and all effects which cause loss of control of your character.,PvP Trinket Instant Removes all movement impairing effects and all effects which cause loss of control of your character.,
item,46085,Titan-Forged Rune of Alacrity,use,not in sim Go,manual: no values a tooltip shows,42292,item 46085 cooldown=120,,,,,,Removes all movement impairing effects and all effects which cause loss of control of your character.,PvP Trinket Instant Removes all movement impairing effects and all effects which cause loss of control of your character.,
item,46086,Platinum Disks of Battle,use,matches server,match,64524,64524 effect1=752; 64524 effect2=752; 64524 duration=20; item 46086 cooldown=120,,752 20 120 2,sim/common/wotlk/stat_bonus_cds.go:61,,752 20,Increases attack power by $s1 for $d.,Platinum Disks of Battle Instant Increases attack power by 752 for 20 sec.,
item,46087,Platinum Disks of Sorcery,use,matches server,match,64525,64525 effect1=440; 64525 effect2=440; 64525 duration=20; item 46087 cooldown=120,,440 20 120 2,sim/common/wotlk/stat_bonus_cds.go:88,,440 20,Increases spell power by up to $s1 for $d.,Platinum Disks of Sorcery Instant Increases spell power by up to 440 for 20 sec.,
item,46088,Platinum Disks of Swiftness,use,matches server,match,64527,64527 effect1=375; 64527 duration=20; item 46088 cooldown=120,,375 20 120 2,sim/common/wotlk/stat_bonus_cds.go:44,,45 375 20,Increases your haste rating by $s1 for $d1.,Platinum Disks of Swiftness Instant Requires level 45 Increases your haste rating by 375 for 20 sec.,
item,46138,Idol of the Flourishing Life,equip,not in sim Go,differs,64949,64949 effect1=187,,,,64949 effect1=187,8 198,Increases the spell power of your Nourish by $s1.,Item - Druid T8 Restoration Relic Requires Druid Increases the spell power of your Nourish by 198.,
item,46312,Vanquished Clutches of Yogg-Saron,use,not in sim Go,manual: no values a tooltip shows,64981,item 46312 cooldown=120,,,,,2 60,Calls forth a Vanquished Tentacle of Yogg-Saron to serve you.,Summon Random Vanquished Tentacle Instant 2 min cooldown Requires level 60 Calls forth a Vanquished Tentacle of Yogg-Saron to serve you.,
item,47041,Solace of the Defeated,equip,matches server,match,67698 > 67696,67696 effect1=16; 67696 duration=10,,10 8 16 47271,sim/common/wotlk/stat_bonus_stacking.go:231 sim/common/wotlk/stat_bonus_stacking.go:232 sim/common/wotlk/stat_bonus_stacking.go:250,,25 16 5 10 8 16 5 10,"Each time you cast a spell, you gain $67696s1 mana per 5 sec. for $67696d.  Stacks up to $67696u times.","Item - Coliseum 25 Normal Healer Trinket Each time you cast a spell, you gain 16 mana per 5 sec. for 10 sec. Stacks up to 8 times.",
item,47059,Solace of the Defeated,equip,matches server,match,67752 > 67750,67750 effect1=18; 67750 duration=10,,10 8 18 47432,sim/common/wotlk/stat_bonus_stacking.go:240 sim/common/wotlk/stat_bonus_stacking.go:241 sim/common/wotlk/stat_bonus_stacking.go:259,,25 18 5 10 8 18 5 10,"Each time you cast a spell, you gain $67750s1 mana per 5 sec. for $67750d.  Stacks up to $67750u times.","Item - Coliseum 25 Heroic Healer Trinket Each time you cast a spell, you gain 18 mana per 5 sec. for 10 sec. Stacks up to 8 times.",
item,47080,Satrina's Impeding Scarab,use,matches server,match,67699,67699 effect1=4610; 67699 duration=15; item 47080 cooldown=180,,4610 15 180 3,sim/common/wotlk/stat_bonus_cds.go:112,,40 4610 15,Increases maximum health by $s1 for $d. Shares cooldown with Battlemaster's trinkets.,Fortitude 40 yd range Instant Increases maximum health by 4610 for 15 sec. Shares cooldown with Battlemaster's trinkets.,
item,47088,Satrina's Impeding Scarab,use,matches server,match,67753,67753 effect1=5186; 67753 duration=15; item 47088 cooldown=180,,5186 15 180 3,sim/common/wotlk/stat_bonus_cds.go:113,,40 5186 15,Increases maximum health by $s1 for $d. Shares cooldown with Battlemaster's trinkets.,Fortitude 40 yd range Instant Increases maximum health by 5186 for 15 sec. Shares cooldown with Battlemaster's trinkets.,
item,47115,Death's Verdict,equip,differs from server,manual: no values a tooltip shows,67702,67702 proc chance=35; 67702 proc cooldown=45,67702 proc chance=35; 67702 proc cooldown=45,450,sim/common/wotlk/highest_stat_effects.go:143,,25 450 15 35 45,"When you deal damage you have a chance to gain Paragon, increasing your Strength or Agility by $67703s1 for $67703d.  Your highest stat is always chosen.","Item - Coliseum 25 Normal Melee Trinket When you deal damage you have a chance to gain Paragon, increasing your Strength or Agility by 450 for 15 sec. Your highest stat is always chosen. (Proc chance: 35%, 45s cooldown)",
