id,name,category,server_ilvl,sim_ilvl,zone,difficulty,diffs (server -> sim),server_unmapped_stat_types,module_files,sim_sources
45244,Greaves of Swift Vengeance,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Agility: 69 -> 79; stat Stamina: 55 -> 63; stat Intellect: 49 -> 56; stat SpellHit: 42 -> 48; stat SpellCrit: 42 -> 48; stat AttackPower: 114 -> 130; stat MeleeHit: 42 -> 48; stat MeleeCrit: 42 -> 48; stat Armor: 931 -> 981; stat RangedAttackPower: 114 -> 130,,,drop Ulduar Raid25 (The Iron Council) [Hard Mode]
45245,Shoulderpads of the Intruder,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Agility: 87 -> 99; stat Stamina: 96 -> 109; stat SpellHit: 55 -> 63; stat AttackPower: 122 -> 139; stat MeleeHit: 55 -> 63; stat Expertise: 47 -> 54; stat Armor: 457 -> 481; stat RangedAttackPower: 122 -> 139,,,drop Ulduar Raid25 (The Iron Council) [Hard Mode]
45246,Golem-Shard Sticker,classic,232,238,Ulduar,Raid10,ilvl: 232 -> 238; stat Agility: 52 -> 55; stat Stamina: 51 -> 54; stat SpellCrit: 34 -> 36; stat AttackPower: 74 -> 78; stat MeleeCrit: 34 -> 36; stat Expertise: 29 -> 31; stat RangedAttackPower: 74 -> 78; weapon damage min: 187 -> 195; weapon damage max: 349 -> 364,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45247,Signet of the Earthshaker,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Strength: 63 -> 67; stat Stamina: 94 -> 99; stat Defense: 33 -> 35; stat Block: 32 -> 34,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45248,Clockwork Legplates,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Strength: 121 -> 128; stat Stamina: 129 -> 137; stat SpellHit: 62 -> 66; stat MeleeHit: 62 -> 66; stat ArmorPenetration: 78 -> 83; stat Armor: 2054 -> 2107,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45249,Brass-lined Boots,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Agility: 85 -> 90; stat Stamina: 66 -> 70; stat Intellect: 45 -> 48; stat SpellHaste: 43 -> 45; stat AttackPower: 114 -> 121; stat MeleeHaste: 43 -> 45; stat ArmorPenetration: 57 -> 60; stat Armor: 903 -> 926; stat RangedAttackPower: 114 -> 121,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45250,Crazed Construct Ring,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Strength: 72 -> 76; stat Stamina: 72 -> 76; stat SpellHit: 41 -> 43; stat SpellHaste: 42 -> 44; stat MeleeHit: 41 -> 43; stat MeleeHaste: 42 -> 44,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45251,Shoulderplates of the Deconstructor,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Strength: 84 -> 89; stat Stamina: 127 -> 134; stat SpellHit: 43 -> 45; stat MeleeHit: 43 -> 45; stat Armor: 1761 -> 1807; stat Defense: 47 -> 50; stat Dodge: 44 -> 47,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45252,Horologist's Wristguards,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 63 -> 67; stat Intellect: 42 -> 44; stat SpellPower: 74 -> 78; stat MP5: 23 -> 24; stat SpellCrit: 36 -> 38; stat MeleeCrit: 36 -> 38; stat Armor: 1027 -> 1054,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45253,Mantle of Wavering Calm,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 84 -> 89; stat Intellect: 56 -> 59; stat Spirit: 62 -> 66; stat SpellPower: 99 -> 105; stat SpellHaste: 49 -> 52; stat MeleeHaste: 49 -> 52; stat Armor: 236 -> 242,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45254,Sigil of the Vengeful Heart,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232,,,sold by  (0) in zone 4395 | drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45255,Thunderfall Totem,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232,,,sold by  (0) in zone 4395 | drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45256,Twisted Visage,classic,232,238,Ulduar,Raid10,ilvl: 232 -> 238; stat Agility: 120 -> 127; stat Stamina: 121 -> 128; stat SpellHit: 70 -> 74; stat SpellCrit: 86 -> 91; stat AttackPower: 160 -> 169; stat MeleeHit: 70 -> 74; stat MeleeCrit: 86 -> 91; stat RangedAttackPower: 160 -> 169; weapon damage min: 446 -> 466; weapon damage max: 670 -> 700,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45257,Quartz Crystal Wand,classic,232,238,Ulduar,Raid10,ilvl: 232 -> 238; stat Stamina: 33 -> 35; stat Intellect: 25 -> 26; stat Spirit: 24 -> 25; stat SpellPower: 44 -> 47; stat SpellHit: 27 -> 29; stat MeleeHit: 27 -> 29; weapon damage min: 414 -> 438; weapon damage max: 769 -> 815,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45258,Sandals of Rash Temperament,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 73 -> 77; stat Intellect: 60 -> 63; stat SpellPower: 99 -> 105; stat SpellHit: 57 -> 60; stat SpellCrit: 56 -> 59; stat MeleeHit: 57 -> 60; stat MeleeCrit: 56 -> 59; stat Armor: 216 -> 222,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45259,Quartz-studded Harness,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 99 -> 105; stat Intellect: 81 -> 86; stat SpellPower: 113 -> 120; stat MP5: 33 -> 35; stat SpellHaste: 66 -> 70; stat MeleeHaste: 66 -> 70; stat Armor: 1314 -> 1348,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45260,Boots of Hasty Revival,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 73 -> 77; stat Intellect: 62 -> 66; stat Spirit: 60 -> 64; stat SpellPower: 90 -> 95; stat SpellCrit: 41 -> 43; stat MeleeCrit: 41 -> 43; stat Armor: 406 -> 417,,,drop Ulduar Raid10 (XT-002 Deconstructor) | drop Ulduar Raid25 (XT-002 Deconstructor)
45261,Giant's Bane,classic,232,238,Ulduar,Raid10,ilvl: 232 -> 238; stat Agility: 38 -> 40; stat Stamina: 33 -> 35; stat SpellHaste: 27 -> 29; stat AttackPower: 54 -> 57; stat MeleeHaste: 27 -> 29; stat ArmorPenetration: 21 -> 22; stat RangedAttackPower: 54 -> 57; weapon damage min: 402 -> 421; weapon damage max: 684 -> 720,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45262,Necklace of Unerring Mettle,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Strength: 63 -> 67; stat Stamina: 94 -> 99; stat Defense: 42 -> 44; stat Block: 28 -> 30; stat BlockValue: 84 -> 89,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45263,Wrathstone,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat SpellCrit: 108 -> 114; stat MeleeCrit: 108 -> 114,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45264,Decimator's Armguards,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Strength: 72 -> 76; stat Stamina: 72 -> 76; stat SpellHit: 36 -> 38; stat MeleeHit: 36 -> 38; stat ArmorPenetration: 46 -> 49; stat Armor: 1027 -> 1054,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45265,Shoulderpads of the Monolith,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Agility: 77 -> 82; stat Stamina: 73 -> 77; stat SpellCrit: 48 -> 51; stat SpellHaste: 62 -> 66; stat AttackPower: 112 -> 119; stat MeleeCrit: 48 -> 51; stat MeleeHaste: 62 -> 66; stat Armor: 443 -> 455; stat RangedAttackPower: 112 -> 119,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45266,Malice,classic,232,238,Ulduar,Raid10,ilvl: 232 -> 238; stat Agility: 52 -> 55; stat Stamina: 51 -> 54; stat SpellCrit: 37 -> 39; stat SpellHaste: 29 -> 31; stat AttackPower: 76 -> 80; stat MeleeCrit: 37 -> 39; stat MeleeHaste: 29 -> 31; stat RangedAttackPower: 76 -> 80; weapon damage min: 313 -> 327; weapon damage max: 582 -> 608,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45267,Saronite Plated Legguards,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Strength: 113 -> 120; stat Stamina: 147 -> 156; stat Armor: 2054 -> 2107; stat Defense: 52 -> 55; stat Dodge: 51 -> 54,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45268,Gloves of the Pythonic Guardian,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 64 -> 68; stat Intellect: 65 -> 69; stat SpellPower: 99 -> 105; stat MP5: 30 -> 32; stat SpellCrit: 49 -> 52; stat MeleeCrit: 49 -> 52; stat Armor: 1467 -> 1505,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45269,Unfaltering Armguards,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 46 -> 49; stat Intellect: 49 -> 52; stat SpellPower: 64 -> 68; stat MP5: 18 -> 19; stat SpellHaste: 28 -> 30; stat MeleeHaste: 28 -> 30; stat Armor: 1027 -> 1054,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45270,Idol of the Crying Wind,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232,,,sold by  (0) in zone 4395 | drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45271,Ironmender,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 54 -> 57; stat Intellect: 47 -> 50; stat Spirit: 45 -> 48; stat SpellPower: 74 -> 78; stat SpellHaste: 36 -> 38; stat MeleeHaste: 36 -> 38,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45272,Robes of the Umbral Brute,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 85 -> 90; stat Intellect: 86 -> 91; stat SpellPower: 123 -> 130; stat SpellCrit: 58 -> 61; stat SpellHaste: 82 -> 87; stat MeleeCrit: 58 -> 61; stat MeleeHaste: 82 -> 87; stat Armor: 314 -> 322,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45273,Handwraps of Plentiful Recovery,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 73 -> 77; stat Intellect: 62 -> 66; stat Spirit: 56 -> 59; stat SpellPower: 99 -> 105; stat SpellHaste: 56 -> 59; stat MeleeHaste: 56 -> 59; stat Armor: 197 -> 202,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45274,Leggings of the Stoneweaver,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 99 -> 105; stat Intellect: 81 -> 86; stat SpellPower: 124 -> 131; stat MP5: 38 -> 40; stat SpellCrit: 60 -> 64; stat MeleeCrit: 60 -> 64; stat Armor: 1150 -> 1180,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45275,Bracers of Unleashed Magic,classic,226,232,Ulduar,Raid10,ilvl: 226 -> 232; stat Stamina: 63 -> 67; stat Intellect: 46 -> 49; stat SpellPower: 74 -> 78; stat SpellHit: 36 -> 38; stat SpellHaste: 42 -> 44; stat MeleeHit: 36 -> 38; stat MeleeHaste: 42 -> 44; stat Armor: 138 -> 142,,,drop Ulduar Raid10 (Kologarn) | drop Ulduar Raid25 (Kologarn)
45282,Ironsoul,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 105 -> 111; stat Stamina: 126 -> 133; stat SpellCrit: 69 -> 73; stat MeleeCrit: 69 -> 73; stat ArmorPenetration: 84 -> 89; weapon damage min: 594 -> 619; weapon damage max: 892 -> 930,,,drop The Nexus TitanRuneBeta (Keristrasza)
45283,Flamewatch Armguards,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 47 -> 50; stat Stamina: 88 -> 93; stat SpellHit: 28 -> 30; stat MeleeHit: 28 -> 30; stat Armor: 1016 -> 1043; stat Defense: 43 -> 45; stat Dodge: 35 -> 37,,,drop The Nexus TitanRuneBeta (Keristrasza)
45284,Kinetic Ripper,classic,219,225,The Violet Hold,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 46 -> 49; stat Stamina: 38 -> 40; stat SpellHit: 22 -> 23; stat SpellHaste: 34 -> 36; stat AttackPower: 70 -> 74; stat MeleeHit: 22 -> 23; stat MeleeHaste: 34 -> 36; stat RangedAttackPower: 70 -> 74; weapon damage min: 171 -> 178; weapon damage max: 318 -> 332,,,drop The Violet Hold TitanRuneBeta (Erekem) | drop The Violet Hold TitanRuneBeta (Zuramat the Obliterator) | drop The Violet Hold TitanRuneBeta (Xevozz) | drop The Violet Hold TitanRuneBeta (Ichoron) | drop The Violet Hold TitanRuneBeta (Moragg) | drop The Violet Hold TitanRuneBeta (Lavanthor)
45285,Might of the Leviathan,classic,219,225,The Violet Hold,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 68 -> 72; stat Stamina: 67 -> 71; stat SpellHit: 34 -> 36; stat MeleeHit: 34 -> 36; stat ArmorPenetration: 43 -> 45,,,drop The Violet Hold TitanRuneBeta (Erekem) | drop The Violet Hold TitanRuneBeta (Zuramat the Obliterator) | drop The Violet Hold TitanRuneBeta (Xevozz) | drop The Violet Hold TitanRuneBeta (Ichoron) | drop The Violet Hold TitanRuneBeta (Moragg) | drop The Violet Hold TitanRuneBeta (Lavanthor)
45286,Pyrite Infuser,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat SpellHit: 95 -> 100; stat MeleeHit: 95 -> 100,,,drop The Nexus TitanRuneBeta (Keristrasza)
45287,Firesoul,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 67 -> 71; stat Intellect: 46 -> 49; stat SpellPower: 487 -> 515; stat SpellHit: 34 -> 36; stat SpellHaste: 26 -> 27; stat MeleeHit: 34 -> 36; stat MeleeHaste: 26 -> 27; weapon damage min: 72 -> 75; weapon damage max: 230 -> 240,,,drop The Nexus TitanRuneBeta (Ormorok the Tree-Shaper)
45288,Firestrider Chestguard,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 80 -> 85; stat Intellect: 87 -> 92; stat SpellPower: 109 -> 115; stat SpellCrit: 57 -> 60; stat SpellHaste: 81 -> 86; stat MeleeCrit: 57 -> 60; stat MeleeHaste: 81 -> 86; stat Armor: 1299 -> 1334,,,drop The Nexus TitanRuneBeta (Ormorok the Tree-Shaper)
45289,Lifespark Visage,classic,219,225,The Violet Hold,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 93 -> 99; stat Intellect: 73 -> 78; stat Spirit: 45 -> 48; stat SpellPower: 105 -> 112; stat SpellHaste: 63 -> 67; stat MeleeHaste: 63 -> 67; stat Armor: 253 -> 260,,,drop The Violet Hold TitanRuneBeta (Erekem) | drop The Violet Hold TitanRuneBeta (Zuramat the Obliterator) | drop The Violet Hold TitanRuneBeta (Xevozz) | drop The Violet Hold TitanRuneBeta (Ichoron) | drop The Violet Hold TitanRuneBeta (Moragg) | drop The Violet Hold TitanRuneBeta (Lavanthor)
45291,Combustion Bracers,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 54 -> 57; stat Intellect: 41 -> 43; stat Spirit: 44 -> 47; stat SpellPower: 70 -> 74; stat SpellHit: 32 -> 34; stat MeleeHit: 32 -> 34; stat Armor: 136 -> 140,,,drop The Nexus TitanRuneBeta (Anomalus)
45292,Energy Siphon,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat MP5: 54 -> 57,,,drop The Nexus TitanRuneBeta (Anomalus)
45293,Handguards of Potent Cures,classic,226,239,Ulduar,Raid10,ilvl: 226 -> 239; stat Stamina: 70 -> 79; stat Intellect: 62 -> 70; stat Spirit: 57 -> 65; stat SpellPower: 98 -> 111; stat SpellCrit: 56 -> 63; stat MeleeCrit: 56 -> 63; stat Armor: 369 -> 390,,,sold by Animated Constellation (207128) in zone 4395 | drop Ulduar Raid10 (Flame Leviathan) [Hard Mode]
45294,Petrified Ivy Sprig,classic,232,245,Ulduar,Raid10,ilvl: 232 -> 245; stat Stamina: 26 -> 29; stat Intellect: 19 -> 22; stat Spirit: 22 -> 25; stat SpellPower: 45 -> 51; stat SpellHit: 29 -> 33; stat MeleeHit: 29 -> 33; weapon damage min: 414 -> 455; weapon damage max: 769 -> 845,,,sold by Animated Constellation (207128) in zone 4395 | drop Ulduar Raid10 (Freya) [Hard Mode]
45295,Gilded Steel Legplates,classic,226,239,Ulduar,Raid10,ilvl: 226 -> 239; stat Strength: 81 -> 92; stat Stamina: 159 -> 180; stat Expertise: 66 -> 75; stat Armor: 2054 -> 2170; stat Defense: 71 -> 80; stat Parry: 68 -> 77,,,sold by Animated Constellation (207128) in zone 4395 | drop Ulduar Raid10 (Flame Leviathan) [Hard Mode]
45296,Twirling Blades,classic,232,245,Ulduar,Raid10,ilvl: 232 -> 245; stat Agility: 23 -> 26; stat Stamina: 28 -> 32; stat SpellHit: 22 -> 25; stat AttackPower: 62 -> 70; stat MeleeHit: 22 -> 25; stat ArmorPenetration: 28 -> 32; stat RangedAttackPower: 62 -> 70; weapon damage min: 390 -> 429; weapon damage max: 586 -> 644,,,sold by Animated Constellation (207128) in zone 4395 | drop Ulduar Raid10 (Flame Leviathan) [Hard Mode]
45297,Shimmering Seal,classic,226,239,Ulduar,Raid10,ilvl: 226 -> 239; stat Stamina: 63 -> 71; stat Intellect: 42 -> 48; stat Spirit: 22 -> 25; stat SpellPower: 74 -> 84; stat SpellHit: 42 -> 48; stat MeleeHit: 42 -> 48,,,sold by Animated Constellation (207128) in zone 4395 | drop Ulduar Raid10 (Flame Leviathan) [Hard Mode]
45298,Razorscale Talon,classic,219,225,Gundrak,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 36 -> 38; stat Stamina: 51 -> 54; stat SpellCrit: 33 -> 35; stat SpellHaste: 20 -> 21; stat AttackPower: 90 -> 95; stat MeleeCrit: 33 -> 35; stat MeleeHaste: 20 -> 21; stat RangedAttackPower: 90 -> 95; weapon damage min: 297 -> 310; weapon damage max: 552 -> 576,,,drop Gundrak TitanRuneBeta (Gal'darah)
45299,Dragonsteel Faceplate,classic,219,225,Gundrak,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 97 -> 103; stat Stamina: 120 -> 128; stat SpellCrit: 71 -> 75; stat MeleeCrit: 71 -> 75; stat ArmorPenetration: 46 -> 49; stat Armor: 1886 -> 1937,,,drop Gundrak TitanRuneBeta (Moorabi) | drop Gundrak TitanRuneBeta (Eck the Ferocious)
45300,Mantle of Fiery Vengeance,classic,226,239,Ulduar,Raid10,ilvl: 226 -> 239; stat Agility: 57 -> 65; stat Stamina: 63 -> 71; stat Intellect: 65 -> 74; stat SpellCrit: 56 -> 63; stat AttackPower: 108 -> 122; stat MeleeCrit: 56 -> 63; stat ArmorPenetration: 41 -> 46; stat Armor: 985 -> 1041; stat RangedAttackPower: 108 -> 122,,,sold by Animated Constellation (207128) in zone 4395 | drop Ulduar Raid10 (Flame Leviathan) [Hard Mode]
45301,Bracers of the Smothering Inferno,classic,219,225,Gundrak,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 43 -> 45; stat Stamina: 59 -> 62; stat Intellect: 35 -> 37; stat SpellHit: 40 -> 42; stat AttackPower: 92 -> 97; stat MeleeHit: 40 -> 42; stat ArmorPenetration: 29 -> 31; stat Armor: 568 -> 583; stat RangedAttackPower: 92 -> 97,,,drop Gundrak TitanRuneBeta (Drakkari Colossus) | drop Gundrak TitanRuneBeta (Moorabi)
45302,Treads of the Invader,classic,219,225,Halls of Stone,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 79 -> 84; stat Stamina: 69 -> 73; stat SpellCrit: 60 -> 63; stat SpellHaste: 40 -> 42; stat AttackPower: 114 -> 121; stat MeleeCrit: 60 -> 63; stat MeleeHaste: 40 -> 42; stat Armor: 402 -> 413; stat RangedAttackPower: 114 -> 121,,,drop Halls of Stone TitanRuneBeta (Maiden of Grief)
45303,Band of Draconic Guile,classic,219,225,no source,,ilvl: 219 -> 225; stat Agility: 59 -> 62; stat Stamina: 63 -> 67; stat SpellHaste: 35 -> 37; stat AttackPower: 70 -> 74; stat MeleeHaste: 35 -> 37; stat ArmorPenetration: 43 -> 45; stat RangedAttackPower: 70 -> 74,,,
45304,Stormtempered Girdle,classic,219,225,Gundrak,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 56 -> 59; stat Stamina: 119 -> 126; stat SpellHit: 45 -> 48; stat MeleeHit: 45 -> 48; stat Armor: 1306 -> 1341; stat Defense: 57 -> 60; stat Dodge: 46 -> 49,,,drop Gundrak TitanRuneBeta (Gal'darah)
45305,Breastplate of the Afterlife,classic,219,225,Gundrak,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 80 -> 85; stat Intellect: 106 -> 112; stat SpellPower: 95 -> 101; stat MP5: 30 -> 32; stat SpellHaste: 62 -> 66; stat MeleeHaste: 62 -> 66; stat Armor: 2322 -> 2384,,,drop Gundrak TitanRuneBeta (Moorabi)
45306,Binding of the Dragon Matriarch,classic,219,225,Gundrak,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 69 -> 73; stat Intellect: 46 -> 49; stat Spirit: 58 -> 61; stat SpellPower: 91 -> 96; stat SpellCrit: 57 -> 60; stat MeleeCrit: 57 -> 60; stat Armor: 175 -> 180,,,drop Gundrak TitanRuneBeta (Drakkari Colossus)
45307,Ironscale Leggings,classic,219,225,Gundrak,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 114 -> 121; stat Intellect: 76 -> 80; stat SpellPower: 109 -> 115; stat MP5: 38 -> 40; stat SpellHaste: 62 -> 66; stat MeleeHaste: 62 -> 66; stat Armor: 1137 -> 1167,,,drop Gundrak TitanRuneBeta (Eck the Ferocious)
45308,Eye of the Broodmother,classic,219,225,Gundrak,TitanRuneBeta,ilvl: 219 -> 225; stat SpellCrit: 87 -> 92; stat MeleeCrit: 87 -> 92,,,drop Gundrak TitanRuneBeta (Eck the Ferocious)
45309,Rifle of the Platinum Guard,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 42 -> 44; stat SpellHit: 24 -> 25; stat SpellCrit: 29 -> 31; stat MeleeHit: 24 -> 25; stat MeleeCrit: 29 -> 31; stat ArmorPenetration: 31 -> 33; weapon damage min: 289 -> 344; weapon damage max: 537 -> 641,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Amanitar)
45310,Gauntlets of the Iron Furnace,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 59 -> 62; stat Stamina: 117 -> 124; stat ArmorPenetration: 43 -> 45; stat Armor: 1451 -> 1490; stat Defense: 48 -> 51; stat Dodge: 56 -> 59,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Elder Nadox)
45311,Relentless Edge,classic,219,225,Trial of the Champion,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 65 -> 69; stat Stamina: 111 -> 117; stat SpellCrit: 76 -> 80; stat SpellHaste: 62 -> 66; stat AttackPower: 212 -> 224; stat MeleeCrit: 76 -> 80; stat MeleeHaste: 62 -> 66; stat RangedAttackPower: 212 -> 224; weapon damage min: 543 -> 566; weapon damage max: 815 -> 850,,,drop Trial of the Champion TitanRuneBeta (Eadric the Pure) | drop Trial of the Champion TitanRuneBeta (Argent Confessor Paletress)
45312,Gloves of Smoldering Touch,classic,219,225,Azjol-Nerub,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 83 -> 88; stat Stamina: 63 -> 67; stat SpellCrit: 53 -> 56; stat SpellHaste: 48 -> 51; stat AttackPower: 112 -> 118; stat MeleeCrit: 53 -> 56; stat MeleeHaste: 48 -> 51; stat Armor: 365 -> 375; stat RangedAttackPower: 112 -> 118,,,drop Azjol-Nerub TitanRuneBeta (Anub'arak) | drop Drak'Tharon Keep TitanRuneBeta (The Prophet Tharon'ja)
45313,Furnace Stone,classic,219,225,Azjol-Nerub,TitanRuneBeta,ilvl: 219 -> 225; stat Dodge: 105 -> 111,,,drop Azjol-Nerub TitanRuneBeta (Anub'arak) | drop Drak'Tharon Keep TitanRuneBeta (The Prophet Tharon'ja)
45314,Igniter Rod,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 44 -> 47; stat Intellect: 45 -> 48; stat Spirit: 36 -> 38; stat SpellPower: 64 -> 68; stat SpellCrit: 47 -> 50; stat MeleeCrit: 47 -> 50,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Elder Nadox)
45315,Stonerender,classic,232,238,Ulduar,Raid10,ilvl: 232 -> 238; stat Agility: 51 -> 54; stat Stamina: 51 -> 54; stat SpellCrit: 30 -> 32; stat SpellHaste: 38 -> 40; stat AttackPower: 68 -> 72; stat MeleeCrit: 30 -> 32; stat MeleeHaste: 38 -> 40; stat RangedAttackPower: 68 -> 72; weapon damage min: 187 -> 195; weapon damage max: 349 -> 364,,,drop Ulduar Raid10 (Auriaya) | drop Ulduar Raid25 (Auriaya)
45316,Armbraces of the Vibrant Flame,classic,219,225,Azjol-Nerub,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 39 -> 41; stat Intellect: 33 -> 35; stat SpellPower: 79 -> 84; stat MP5: 18 -> 19; stat SpellCrit: 43 -> 45; stat MeleeCrit: 43 -> 45; stat Armor: 568 -> 583,,,drop Azjol-Nerub TitanRuneBeta (Hadronox)
45317,Shawl of the Caretaker,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 65 -> 69; stat Intellect: 35 -> 37; stat SpellPower: 74 -> 78; stat MP5: 15 -> 16; stat SpellHaste: 39 -> 41; stat MeleeHaste: 39 -> 41; stat Armor: 155 -> 159,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Amanitar)
